Date,Time,Station_Number,Depth,Discrete_Chlorophyll,Calculated_Chlorophyll,Discrete_Oxygen,Calculated_Oxygen,Discrete_SPM,Calculated_SPM,Extinction_Coefficient,Salinity,Temperature,Nitrite,Nitrate_+_Nitrite,Ammonium,Phosphate,Silicate
1/21/16,902,23,7,,1.7,,8.4,,34,,28.67,12.07,,,,,
1/21/16,902,23,8,,1.7,,8.4,,35,,28.68,12.07,,,,,
1/21/16,902,23,9,,1.7,,8.4,,35,,28.69,12.07,,,,,
1/21/16,902,23,10,,1.7,,8.4,,34,,28.68,12.07,,,,,
1/21/16,902,23,11,,1.6,,8.4,,34,,28.67,12.07,,,,,
1/21/16,902,23,12,,1.6,,8.4,,35,,28.68,12.07,,,,,
1/21/16,902,23,13,,1.6,,8.4,,35,,28.69,12.07,,,,,
1/21/16,902,23,14,,1.6,,8.4,,35,,28.69,12.07,,,,,
1/21/16,902,23,15,,1.6,,8.4,,35,,28.70,12.08,,,,,
1/21/16,902,23,16,,1.6,,8.4,,36,,28.71,12.08,,,,,
1/21/16,902,23,17,,1.6,,8.4,,38,,28.71,12.08,,,,,
1/21/16,915,22,1,1.6,1.4,8.5,8.5,21.5,15,1.21,27.80,11.98,1.01,15.49,10.85,2.08,40.81
1/21/16,915,22,2,,1.5,,8.5,,15,,27.97,12.01,,,,,
1/21/16,915,22,3,,1.4,,8.5,,15,,28.55,12.10,,,,,
1/21/16,915,22,4,,1.4,,8.4,,15,,28.86,12.16,,,,,
1/21/16,915,22,5,,1.4,,8.4,,16,,28.97,12.18,,,,,
1/21/16,915,22,6,,1.3,,8.5,,16,,29.04,12.20,,,,,
1/21/16,915,22,7,,1.3,,8.5,,17,,29.29,12.25,,,,,
1/21/16,915,22,8,,1.3,,8.5,,18,,29.49,12.30,,,,,
1/21/16,915,22,9,,1.3,,8.5,,19,,29.54,12.31,,,,,
1/21/16,915,22,10,,1.3,,8.5,,20,,29.54,12.31,,,,,
1/21/16,915,22,11,,1.3,,8.5,,20,,29.56,12.31,,,,,
1/21/16,915,22,12,,1.3,,8.5,,21,,29.58,12.32,,,,,
1/21/16,915,22,13,,1.4,,8.5,,21,,29.58,12.32,,,,,
1/21/16,915,22,14,,1.4,,8.5,,21,,29.57,12.32,,,,,
1/21/16,915,22,15,,1.3,,8.5,,21,,29.58,12.32,,,,,
1/21/16,915,22,16,,1.4,,8.5,,21,,29.58,12.32,,,,,
1/21/16,915,22,17,,1.4,,8.5,,22,,29.58,12.32,,,,,
1/21/16,915,22,18,,1.4,,8.5,,22,,29.58,12.32,,,,,
1/21/16,915,22,19,,1.4,,8.5,,23,,29.58,12.32,,,,,
1/21/16,915,22,20,,1.4,,8.5,,23,,29.58,12.32,,,,,
1/21/16,915,22,21,1.4,1.3,,8.5,20.6,24,,29.58,12.32,,,,,
1/21/16,928,21,1,1.4,1.4,,8.4,,16,1.46,27.62,11.96,,,,,
1/21/16,928,21,2,,1.5,,8.4,,19,,28.12,12.04,,,,,
1/21/16,928,21,3,,1.4,,8.4,,20,,28.45,12.09,,,,,
1/21/16,928,21,4,,1.4,,8.4,,20,,28.90,12.17,,,,,
1/21/16,928,21,5,,1.5,,8.4,,21,,29.15,12.22,,,,,
1/21/16,928,21,6,,1.4,,8.4,,21,,29.38,12.28,,,,,
1/21/16,928,21,7,,1.4,,8.4,,21,,29.81,12.39,,,,,
1/21/16,928,21,8,,1.4,,8.4,,22,,30.09,12.46,,,,,
1/21/16,928,21,9,,1.4,,8.4,,23,,30.21,12.49,,,,,
1/21/16,928,21,10,,1.3,,8.4,,25,,30.26,12.51,,,,,
1/21/16,928,21,11,,1.2,,8.4,,26,,30.31,12.52,,,,,
1/21/16,928,21,12,,1.3,,8.4,,25,,30.33,12.53,,,,,
1/21/16,928,21,13,,1.2,,8.4,,26,,30.38,12.55,,,,,
1/21/16,928,21,14,,1.2,,8.4,,26,,30.40,12.55,,,,,
1/21/16,928,21,15,,1.2,,8.4,,27,,30.43,12.56,,,,,
1/21/16,928,21,16,,1.3,,8.5,,28,,30.45,12.57,,,,,
1/21/16,928,21,17,,1.3,,8.4,,28,,30.47,12.57,,,,,
1/21/16,928,21,18,,1.3,,8.4,,28,,30.48,12.58,,,,,
1/21/16,928,21,19,,1.3,,8.4,,32,,30.47,12.57,,,,,
1/21/16,942,20,1,1.4,1.4,,8.5,,13,0.94,30.46,12.63,,,,,
1/21/16,942,20,2,,1.4,,8.5,,13,,30.69,12.67,,,,,
1/21/16,942,20,3,,1.4,,8.5,,15,,30.81,12.69,,,,,
1/21/16,942,20,4,,1.4,,8.5,,15,,30.89,12.71,,,,,
1/21/16,942,20,5,,1.4,,8.5,,16,,30.97,12.73,,,,,
1/21/16,942,20,6,,1.5,,8.4,,17,,31.01,12.74,,,,,
1/21/16,942,20,7,,1.5,,8.4,,17,,31.03,12.75,,,,,
1/21/16,942,20,8,,1.5,,8.5,,18,,31.02,12.74,,,,,
1/21/16,942,20,9,,1.4,,8.4,,18,,31.03,12.75,,,,,
1/21/16,942,20,10,,1.5,,8.4,,18,,31.07,12.76,,,,,
1/21/16,942,20,11,,1.5,,8.5,,19,,31.07,12.76,,,,,
1/21/16,942,20,12,,1.5,,8.5,,19,,31.07,12.76,,,,,
1/21/16,942,20,13,,1.5,,8.4,,19,,31.08,12.76,,,,,
1/21/16,942,20,14,,1.5,,8.5,,19,,31.08,12.76,,,,,
1/21/16,942,20,15,,1.5,,8.5,,19,,31.08,12.76,,,,,
1/21/16,942,20,16,,1.5,,8.4,,19,,31.09,12.76,,,,,
1/21/16,942,20,17,,1.5,,8.4,,19,,31.09,12.76,,,,,
1/21/16,942,20,18,,1.5,,8.4,,19,,31.09,12.76,,,,,
1/21/16,942,20,19,,1.5,,8.5,,19,,31.10,12.77,,,,,
1/21/16,942,20,20,,1.5,,8.4,,19,,31.10,12.77,,,,,
1/21/16,942,20,21,,1.5,,8.4,,19,,31.10,12.77,,,,,
1/21/16,942,20,22,,1.5,,8.5,,19,,31.11,12.77,,,,,
1/21/16,942,20,23,,1.5,,8.5,,19,,31.11,12.77,,,,,
1/21/16,942,20,24,,1.5,,8.4,,19,,31.11,12.77,,,,,
1/21/16,942,20,25,,1.5,,8.4,,19,,31.11,12.77,,,,,
1/21/16,942,20,26,,1.5,,8.4,,19,,31.12,12.78,,,,,
1/21/16,942,20,27,,1.4,,8.4,,18,,31.12,12.78,,,,,
1/21/16,942,20,28,,1.4,,8.4,,18,,31.12,12.78,,,,,
1/21/16,942,20,29,,1.4,,8.2,,19,,31.12,12.77,,,,,
1/21/16,956,18,1,1.3,1.3,8.4,8.4,11.9,14,0.89,31.26,12.85,0.30,3.64,4.64,1.03,11.19
1/21/16,956,18,2,,1.3,,8.4,,14,,31.26,12.85,,,,,
1/21/16,956,18,3,,1.3,,8.4,,14,,31.21,12.83,,,,,
1/21/16,956,18,4,,1.3,,8.4,,14,,31.20,12.82,,,,,
1/21/16,956,18,5,,1.3,,8.4,,15,,31.21,12.82,,,,,
1/21/16,956,18,6,,1.4,,8.4,,15,,31.22,12.82,,,,,
1/21/16,956,18,7,,1.4,,8.4,,16,,31.22,12.81,,,,,
1/21/16,956,18,8,,1.4,,8.4,,17,,31.23,12.81,,,,,
1/21/16,956,18,9,,1.4,,8.4,,17,,31.23,12.81,,,,,
1/21/16,956,18,10,,1.4,,8.4,,17,,31.23,12.81,,,,,
1/21/16,956,18,11,,1.4,,8.4,,17,,31.23,12.81,,,,,
1/21/16,956,18,12,,1.4,,8.4,,17,,31.23,12.81,,,,,
1/21/16,956,18,13,,1.4,,8.4,,17,,31.22,12.81,,,,,
1/21/16,956,18,14,,1.4,,8.4,,17,,31.22,12.81,,,,,
1/21/16,956,18,15,,1.4,,8.4,,16,,31.21,12.81,,,,,
1/21/16,956,18,16,,1.4,,8.4,,16,,31.22,12.81,,,,,
1/21/16,956,18,17,,1.4,,8.4,,16,,31.21,12.81,,,,,
1/21/16,956,18,18,,1.4,,8.4,,16,,31.21,12.81,,,,,
1/21/16,956,18,19,,1.4,,8.4,,16,,31.23,12.82,,,,,
1/21/16,956,18,20,,1.4,,8.4,,16,,31.25,12.82,,,,,
1/21/16,956,18,21,,1.4,,8.4,,16,,31.26,12.83,,,,,
1/21/16,956,18,22,,1.4,,8.4,,16,,31.26,12.83,,,,,
1/21/16,956,18,23,,1.4,,8.4,,16,,31.22,12.82,,,,,
1/21/16,956,18,24,,1.4,,8.4,,16,,31.26,12.82,,,,,
1/21/16,956,18,25,,1.4,,8.4,,17,,31.31,12.83,,,,,
1/21/16,956,18,26,,1.4,,8.4,,19,,31.31,12.83,,,,,
1/21/16,956,18,27,,1.5,,8.4,,19,,31.31,12.83,,,,,
1/21/16,956,18,28,,1.5,,8.4,,20,,31.31,12.83,,,,,
1/21/16,956,18,29,,1.5,,8.4,,20,,31.31,12.83,,,,,
1/21/16,956,18,30,,1.4,,8.4,,20,,31.31,12.83,,,,,
1/21/16,956,18,31,,1.4,,8.4,,20,,31.31,12.83,,,,,
1/21/16,956,18,32,,1.4,,8.4,,22,,31.31,12.83,,,,,
1/21/16,956,18,33,,1.5,,8.4,,23,,31.31,12.83,,,,,
1/21/16,956,18,34,,1.5,,8.4,,25,,31.31,12.83,,,,,
1/21/16,956,18,35,1.5,1.5,,8.4,30.3,25,,31.31,12.83,,,,,
1/21/16,956,18,36,,1.5,,8.4,,25,,31.32,12.83,,,,,
1/21/16,956,18,37,,1.5,,8.4,,25,,31.32,12.83,,,,,
1/21/16,956,18,38,,1.5,,8.4,,25,,31.32,12.83,,,,,
1/21/16,956,18,39,,1.5,,8.4,,25,,31.32,12.83,,,,,
1/21/16,1012,17,1,1.2,1.3,,8.5,,12,1.02,28.76,12.30,,,,,
1/21/16,1012,17,2,,1.3,,8.5,,13,,28.85,12.28,,,,,
1/21/16,1012,17,3,,1.4,,8.5,,13,,29.12,12.34,,,,,
1/21/16,1012,17,4,,1.4,,8.5,,14,,29.58,12.43,,,,,
1/21/16,1012,17,5,,1.4,,8.5,,15,,30.00,12.51,,,,,
1/21/16,1012,17,6,,1.4,,8.4,,16,,30.58,12.62,,,,,
1/21/16,1012,17,7,,1.5,,8.4,,22,,30.81,12.67,,,,,
1/21/16,1012,17,8,,1.5,,8.4,,32,,30.84,12.68,,,,,
1/21/16,1012,17,9,,1.6,,8.4,,38,,30.85,12.68,,,,,
1/21/16,1012,17,10,,1.6,,8.4,,40,,30.85,12.68,,,,,
1/21/16,1012,17,11,,1.5,,8.4,,43,,30.85,12.68,,,,,
1/21/16,1012,17,12,,1.5,,8.4,,46,,30.85,12.68,,,,,
1/21/16,1012,17,13,,1.5,,8.4,,46,,30.85,12.68,,,,,
1/21/16,1012,17,14,,1.5,,8.4,,46,,30.85,12.68,,,,,
1/21/16,1012,17,15,,1.5,,8.4,,55,,30.84,12.68,,,,,
1/21/16,1025,16,1,,1.3,,8.5,,13,1.18,28.27,12.28,,,,,
1/21/16,1025,16,2,,1.3,,8.5,,14,,29.07,12.31,,,,,
1/21/16,1025,16,3,,1.4,,8.5,,17,,29.51,12.33,,,,,
1/21/16,1025,16,4,,1.5,,8.5,,20,,29.55,12.33,,,,,
1/21/16,1025,16,5,,1.5,,8.5,,22,,29.57,12.34,,,,,
1/21/16,1025,16,6,,1.5,,8.5,,25,,29.58,12.35,,,,,
1/21/16,1025,16,7,,1.5,,8.5,,24,,29.60,12.35,,,,,
1/21/16,1025,16,8,,1.5,,8.5,,24,,29.61,12.36,,,,,
1/21/16,1025,16,9,,1.5,,8.5,,25,,29.66,12.36,,,,,
1/21/16,1025,16,10,,1.5,,8.5,,29,,29.68,12.37,,,,,
1/21/16,1025,16,11,,1.5,,8.5,,29,,29.68,12.37,,,,,
1/21/16,1025,16,12,,1.5,,8.5,,29,,29.68,12.37,,,,,
1/21/16,1025,16,13,,1.5,,8.5,,31,,29.70,12.37,,,,,
1/21/16,1025,16,14,,1.5,,8.5,,31,,29.76,12.39,,,,,
1/21/16,1025,16,15,,1.5,,8.5,,32,,29.78,12.39,,,,,
1/21/16,1025,16,16,,1.6,,8.5,,34,,29.78,12.39,,,,,
1/21/16,1025,16,17,,1.6,,8.5,,35,,29.77,12.39,,,,,
1/21/16,1041,15,1,1.5,1.4,8.8,8.7,11.1,13,1.17,23.16,11.78,0.92,21.70,11.64,2.12,68.51
1/21/16,1041,15,2,,1.4,,8.7,,14,,23.91,11.81,,,,,
1/21/16,1041,15,3,,1.5,,8.7,,16,,24.47,11.84,,,,,
1/21/16,1041,15,4,,1.5,,8.6,,17,,24.96,11.86,,,,,
1/21/16,1041,15,5,,1.5,,8.5,,20,,26.79,11.98,,,,,
1/21/16,1041,15,6,,1.5,,8.5,,24,,27.49,12.05,,,,,
1/21/16,1041,15,7,,1.5,,8.5,,25,,27.57,12.05,,,,,
1/21/16,1041,15,8,,1.6,,8.5,,27,,27.69,12.07,,,,,
1/21/16,1041,15,9,,1.5,,8.5,,27,,27.73,12.07,,,,,
1/21/16,1041,15,10,,1.5,,8.5,,27,,27.82,12.08,,,,,
1/21/16,1041,15,11,,1.5,,8.5,,28,,27.94,12.10,,,,,
1/21/16,1041,15,12,,1.5,,8.5,,27,,27.99,12.10,,,,,
1/21/16,1041,15,13,,1.5,,8.5,,27,,28.02,12.11,,,,,
1/21/16,1041,15,14,,1.5,,8.5,,27,,28.03,12.11,,,,,
1/21/16,1041,15,15,,1.5,,8.5,,26,,28.10,12.11,,,,,
1/21/16,1041,15,16,,1.5,,8.5,,26,,28.19,12.12,,,,,
1/21/16,1041,15,17,,1.5,,8.5,,27,,28.22,12.12,,,,,
1/21/16,1041,15,18,,1.4,,8.5,,27,,28.25,12.13,,,,,
1/21/16,1041,15,19,,1.5,,8.5,,27,,28.29,12.13,,,,,
1/21/16,1041,15,20,,1.5,,8.5,,28,,28.30,12.13,,,,,
1/21/16,1041,15,21,,1.5,,8.5,,33,,28.36,12.14,,,,,
1/21/16,1041,15,22,,1.5,,8.5,,35,,28.36,12.14,,,,,
1/21/16,1041,15,23,,1.5,,8.5,,34,,28.36,12.14,,,,,
1/21/16,1041,15,24,,1.5,,8.5,,36,,28.37,12.14,,,,,
1/21/16,1041,15,25,,1.5,,8.5,,39,,28.37,12.14,,,,,
1/21/16,1041,15,26,1.6,1.5,,8.5,53.2,47,,28.36,12.14,,,,,
1/21/16,1056,14,1,,1.5,,8.8,,13,1.11,23.64,11.80,,,,,
1/21/16,1056,14,2,,1.5,,8.7,,13,,24.01,11.79,,,,,
1/21/16,1056,14,3,,1.5,,8.6,,14,,25.46,11.84,,,,,
1/21/16,1056,14,4,,1.5,,8.6,,17,,26.38,11.90,,,,,
1/21/16,1056,14,5,,1.5,,8.5,,20,,26.71,11.94,,,,,
1/21/16,1056,14,6,,1.5,,8.5,,22,,26.82,11.95,,,,,
1/21/16,1056,14,7,,1.5,,8.5,,23,,26.99,11.97,,,,,
1/21/16,1056,14,8,,1.5,,8.5,,25,,27.07,11.98,,,,,
1/21/16,1056,14,9,,1.5,,8.5,,26,,27.07,11.98,,,,,
1/21/16,1056,14,10,,1.5,,8.5,,26,,27.08,11.98,,,,,
1/21/16,1056,14,11,,1.5,,8.5,,26,,27.08,11.98,,,,,
1/21/16,1056,14,12,,1.5,,8.5,,26,,27.12,11.99,,,,,
1/21/16,1056,14,13,,1.6,,8.5,,26,,27.19,12.00,,,,,
1/21/16,1056,14,14,,1.6,,8.5,,30,,27.22,12.00,,,,,
1/21/16,1056,14,15,,1.6,,8.5,,33,,27.23,12.00,,,,,
1/21/16,1056,14,16,,1.6,,8.5,,36,,27.23,12.00,,,,,
1/21/16,1056,14,17,,1.6,,8.5,,37,,27.22,12.00,,,,,
1/21/16,1111,13,1,2.1,1.5,8.9,8.8,12.9,14,1.16,23.95,11.88,0.89,20.70,11.35,2.13,60.52
1/21/16,1111,13,2,,1.5,,8.8,,14,,24.20,11.89,,,,,
1/21/16,1111,13,3,,1.5,,8.7,,14,,24.93,11.87,,,,,
1/21/16,1111,13,4,,1.5,,8.6,,17,,25.82,11.87,,,,,
1/21/16,1111,13,5,,1.4,,8.6,,21,,26.00,11.88,,,,,
1/21/16,1111,13,6,,1.4,,8.6,,24,,26.03,11.88,,,,,
1/21/16,1111,13,7,,1.4,,8.6,,28,,26.11,11.89,,,,,
1/21/16,1111,13,8,,1.5,,8.5,,32,,26.12,11.89,,,,,
