DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
6301,"3500 - Public, Reviewed and Validated",Grant Ln Can @ Tracy Rd Bdg,GLC@Tracy,B9D74921269,CFZ0400B3806,04/11/2000 06:48,Pheophytin a,0,1.93,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0045,0045 Dup,,N
6301,"3500 - Public, Reviewed and Validated",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFZ0400B3811,04/11/2000 06:55,Chlorophyll a,479618,8.64,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0050,0050 Dup,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0400B0050,04/11/2000 06:55,Chlorophyll a,479618,8.08,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0400B0050,04/11/2000 06:55,Pheophytin a,0,1.59,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFZ0400B3811,04/11/2000 06:55,Pheophytin a,0,1.37,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0050,0050 Dup,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0400B0043,04/11/2000 07:20,Chlorophyll a,479618,5.48,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFZ0400B3805,04/11/2000 07:20,Chlorophyll a,479618,5.24,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0043,0043 Dup,,N
6301,"3500 - Public, Reviewed and Validated",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFZ0400B3805,04/11/2000 07:20,Pheophytin a,0,2.92,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0043,0043 Dup,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0400B0043,04/11/2000 07:20,Pheophytin a,0,3.28,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFZ0400B3812,04/11/2000 07:50,Chlorophyll a,479618,6.24,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0051,0051 Dup,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0400B0051,04/11/2000 07:50,Chlorophyll a,479618,5.57,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0400B0051,04/11/2000 07:50,Pheophytin a,0,3.79,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFZ0400B3812,04/11/2000 07:50,Pheophytin a,0,3.79,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0051,0051 Dup,,N
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFZ0400B3809,04/11/2000 08:30,Chlorophyll a,479618,1.35,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0048,0048 Dup,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0400B0048,04/11/2000 08:30,Chlorophyll a,479618,1.79,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFZ0400B3809,04/11/2000 08:30,Pheophytin a,0,0.45,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0048,0048 Dup,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0400B0048,04/11/2000 08:30,Pheophytin a,0,0.78,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River above DMC Barrier,OR@DMC-US,B9536600,CFZ0400B3810,04/11/2000 08:45,Chlorophyll a,479618,1.79,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0049,0049 Dup,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0400B0049,04/11/2000 08:45,Chlorophyll a,479618,3.14,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River above DMC Barrier,OR@DMC-US,B9536600,CFZ0400B3810,04/11/2000 08:45,Pheophytin a,0,0.88,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0049,0049 Dup,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0400B0049,04/11/2000 08:45,Pheophytin a,0,1.55,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,CFB0400B0066,04/24/2000 05:23,Chlorophyll a,479618,1.95,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,CFB0400B0066,04/24/2000 05:23,Pheophytin a,0,1.03,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0400B0069,04/24/2000 05:27,Chlorophyll a,479618,8.88,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0400B0069,04/24/2000 05:27,Pheophytin a,0,3.45,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Grant Ln Can @ Tracy Rd Bdg,GLC@Tracy,B9D74921269,CFB0400B0064,04/24/2000 06:40,Chlorophyll a,479618,9.52,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Grant Ln Can @ Tracy Rd Bdg,GLC@Tracy,B9D74921269,CFB0400B0064,04/24/2000 06:40,Pheophytin a,0,4.87,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0400B0065,04/24/2000 06:55,Chlorophyll a,479618,1.7,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0400B0065,04/24/2000 06:55,Pheophytin a,0,1.72,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0400B0061,04/24/2000 07:03,Chlorophyll a,479618,1.91,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0065,,,N
6301,"3500 - Public, Reviewed and Validated",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0400B0061,04/24/2000 07:03,Pheophytin a,0,1.72,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0400B0065,,,N
6301,"3000 - Public, Review Status Unknown",Middle River at Undine Road,MR@UNDINE,B9D75011230,CFB0400B0071,04/24/2000 07:10,Chlorophyll a,479618,2.82,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River at Undine Road,MR@UNDINE,B9D75011230,CFB0400B0071,04/24/2000 07:10,Pheophytin a,0,2.36,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0400B0070,04/24/2000 07:30,Chlorophyll a,479618,5.76,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0400B0070,04/24/2000 07:30,Pheophytin a,0,6.05,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0400B0068,04/24/2000 07:44,Chlorophyll a,479618,3.76,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0400B0068,04/24/2000 07:44,Pheophytin a,0,2.12,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0400B0067,04/24/2000 08:00,Chlorophyll a,479618,3.52,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0400B0067,04/24/2000 08:00,Pheophytin a,0,2.41,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0400B0062,04/24/2000 08:05,Chlorophyll a,479618,10,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0400B0062,04/24/2000 08:05,Pheophytin a,0,5.34,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0500B0124,05/09/2000 05:20,Chlorophyll a,479618,4.78,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0500B0116,05/09/2000 05:20,Chlorophyll a,479618,5.1,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0500B0124,,,N
6301,"3500 - Public, Reviewed and Validated",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0500B0116,05/09/2000 05:20,Pheophytin a,0,1.75,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0500B0124,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0500B0124,05/09/2000 05:20,Pheophytin a,0,1.91,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,CFB0500B0121,05/09/2000 05:21,Chlorophyll a,479618,1.51,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,CFB0500B0121,05/09/2000 05:21,Pheophytin a,0,0.87,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0500B0120,05/09/2000 05:50,Chlorophyll a,479618,1.82,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0500B0120,05/09/2000 05:50,Pheophytin a,0,1.51,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0500B0117,05/09/2000 06:30,Chlorophyll a,479618,7.76,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0500B0117,05/09/2000 06:30,Pheophytin a,0,2.95,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River at Undine Road,MR@UNDINE,B9D75011230,CFB0500B0126,05/09/2000 06:47,Chlorophyll a,479618,4.7,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River at Undine Road,MR@UNDINE,B9D75011230,CFB0500B0126,05/09/2000 06:47,Pheophytin a,0,2.5,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0500B0125,05/09/2000 06:53,Chlorophyll a,479618,2.98,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0500B0125,05/09/2000 06:53,Pheophytin a,0,2.96,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0500B0122,05/09/2000 07:20,Chlorophyll a,479618,<0.05,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Sample lost.,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0500B0122,05/09/2000 07:20,Pheophytin a,0,<0.05,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Sample lost.,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0500B0123,05/09/2000 07:30,Chlorophyll a,479618,3.23,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0500B0123,05/09/2000 07:30,Pheophytin a,0,1.84,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,CFB0500B0134,05/23/2000 06:30,Chlorophyll a,479618,2.39,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River @ Union Point - P10A,MR@UnionPt/P10A,B9D75351292,CFB0500B0134,05/23/2000 06:30,Pheophytin a,0,1,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0500B0137,05/23/2000 06:45,Chlorophyll a,479618,33.2,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0500B0133,05/23/2000 06:45,Chlorophyll a,479618,1.68,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0500B0129,05/23/2000 06:45,Chlorophyll a,479618,31,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0500B0133,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0500B0137,05/23/2000 06:45,Pheophytin a,0,11,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0500B0133,05/23/2000 06:45,Pheophytin a,0,1.28,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Middle R @ Tracy Rd Bdg,MRIVTRACY,B9D75291273,CFB0500B0129,05/23/2000 06:45,Pheophytin a,0,10.8,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Replicate Sample,CFB0500B0133,,,N
6301,"3000 - Public, Review Status Unknown",Middle River at Undine Road,MR@UNDINE,B9D75011230,CFB0500B0139,05/23/2000 06:47,Chlorophyll a,479618,28,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Middle River at Undine Road,MR@UNDINE,B9D75011230,CFB0500B0139,05/23/2000 06:47,Pheophytin a,0,10.4,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Grant Ln Can @ Tracy Rd Bdg,GLC@Tracy,B9D74921269,CFB0500B0132,05/23/2000 07:00,Chlorophyll a,479618,28.8,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Grant Ln Can @ Tracy Rd Bdg,GLC@Tracy,B9D74921269,CFB0500B0132,05/23/2000 07:00,Pheophytin a,0,11.2,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0500B0138,05/23/2000 07:30,Chlorophyll a,479618,30.4,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River @ Tracy Road Bridge - P12,P12 - OR@TracyRdBr,B9D74831270,CFB0500B0138,05/23/2000 07:30,Pheophytin a,0,11.6,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0500B0136,05/23/2000 07:40,Chlorophyll a,479618,2.24,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River above DMC Barrier,OR@DMC-US,B9536600,CFB0500B0136,05/23/2000 07:40,Pheophytin a,0,2.15,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0500B0135,05/23/2000 07:45,Chlorophyll a,479618,11.7,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River Downstream DMC Barrier,OR@DMC-DS,B9536500,CFB0500B0135,05/23/2000 07:45,Pheophytin a,0,4.35,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0500B0130,05/23/2000 08:05,Chlorophyll a,479618,31,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Doughty Cut near Grantline Canal,DOUGHTY CUT - DGL,B9D74911256,CFB0500B0130,05/23/2000 08:05,Pheophytin a,0,11.4,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Old River below Headwaters,OLD R BL HEAD       ,B9D74851200,CFB0600B0161,06/06/2000 05:24,Chlorophyll a,479618,20.9,0.05,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
