DataOwner,DataStatus,LongStationName,ShortStationName,StationNumber,SampleCode,CollectionDate,Analyte,CASReg_Number,Result,RptLimit,Units,Method,Depth,Matrix,SampleType,ParentSample,Description,Notes,ResultRejected
6301,"1000 - Non-Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0722B0770,7/13/2022 11:14,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0722B0770,7/13/2022 11:14,Total Kjeldahl Nitrogen,TKN,0.221,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"1000 - Non-Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0722B0770,7/13/2022 11:14,Dissolved ortho-Phosphate,14265-44-2,0.069,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Chlorophyll a,479-61-8,2.27,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Dissolved Organic Nitrogen,ON,0.13,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Total Kjeldahl Nitrogen,TKN,0.187,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0822B0876,8/10/2022 14:00,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Chlorophyll a,479-61-8,1.4,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Dissolved Organic Nitrogen,ON,0.17,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Total Phosphorus,7723-14-0,0.035,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Total Kjeldahl Nitrogen,TKN,0.193,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF0922B0933,9/8/2022 8:46,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Chlorophyll a,479-61-8,0.87,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Dissolved Nitrate + Nitrite,NO3+NO2,<0.05,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Dissolved Organic Nitrogen,ON,0.12,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Total Phosphorus,7723-14-0,0.048,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Total Kjeldahl Nitrogen,TKN,0.153,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Frank's Tract Mid Track - D19A,D19A,B9D80281359,CF1022B1133,10/13/2022 10:20,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0122B0231,1/26/2022 11:12,Dissolved Bromide,24959-67-9,0.13,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0122B0231,1/26/2022 11:12,Dissolved Chloride,16887-00-6,40,5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0222B0290,2/16/2022 9:50,Dissolved Bromide,24959-67-9,0.12,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0222B0290,2/16/2022 9:50,Dissolved Chloride,16887-00-6,37,5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0322B0413,3/23/2022 8:57,Dissolved Bromide,24959-67-9,0.104,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0322B0413,3/23/2022 8:57,Dissolved Chloride,16887-00-6,32,5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0422B0513,4/25/2022 10:22,Dissolved Bromide,24959-67-9,0.111,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0422B0513,4/25/2022 10:22,Dissolved Chloride,16887-00-6,35,5,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0622B0693,6/16/2022 11:52,Dissolved Bromide,24959-67-9,0.249,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0622B0693,6/16/2022 11:52,Dissolved Chloride,16887-00-6,64.3,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0722B0782,7/13/2022 10:01,Dissolved Bromide,24959-67-9,0.399,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0722B0782,7/13/2022 10:01,Dissolved Chloride,16887-00-6,117,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0822B0887,8/16/2022 10:40,Dissolved Bromide,24959-67-9,0.283,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0822B0887,8/16/2022 10:40,Dissolved Chloride,16887-00-6,80.4,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0922B0970,9/20/2022 10:17,Dissolved Bromide,24959-67-9,0.313,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF0922B0970,9/20/2022 10:17,Dissolved Chloride,16887-00-6,91,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF1022B1119,10/13/2022 11:06,Dissolved Bromide,24959-67-9,0.437,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF1022B1119,10/13/2022 11:06,Dissolved Chloride,16887-00-6,129,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF1122B1235,11/22/2022 10:27,Dissolved Bromide,24959-67-9,0.48,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Holland Cut at Holland Marina,HC@HollandMarina,B9D75841349,CF1122B1235,11/22/2022 10:27,Dissolved Chloride,16887-00-6,145,10,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved Chloride,16887-00-6,8.94,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Chlorophyll a,479-61-8,0.59,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved Nitrate + Nitrite,NO3+NO2,0.405,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved Organic Carbon,7440-44-0,2.4,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Total Organic Carbon,7440-44-0,2.4,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,Matrix Spike,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved Organic Nitrogen,ON,0.14,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Pheophytin a,0,<0.5,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Total Phosphorus,7723-14-0,0.043,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Total Kjeldahl Nitrogen,TKN,0.183,0.1,mg/L as N,EPA 351.2 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3500 - Public, Reviewed and Validated",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0122B0178,1/13/2022 11:02,Dissolved ortho-Phosphate,14265-44-2,<0.05,0.05,mg/L as P,EPA 365.1 [1]*,1 Meters,"Water, Natural",Normal Sample,0,,,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Dissolved Ammonia,7664-41-7,<0.05,0.05,mg/L as N,EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Dissolved Bromide,24959-67-9,<0.1,0.1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Dissolved Chloride,16887-00-6,6.2,1,mg/L,EPA 300.0 [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Chlorophyll a,479-61-8,0.66,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Dissolved Nitrate + Nitrite,NO3+NO2,0.18,0.05,mg/L as N,Std Method 4500-NO3-F [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Dissolved Organic Carbon,7440-44-0,2,0.5,mg/L as C,EPA 415.3 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",Matrix Spike,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Total Organic Carbon,7440-44-0,2,0.5,mg/L as C,EPA 415.3 (T) [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",Matrix Spike,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Dissolved Organic Nitrogen,ON,0.14,0.1,mg/L as N,EPA 351.2/EPA 350.1 (D) [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Pheophytin a,0,1.65,0.5,ug/L,Std Method 10200 H [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
6301,"3000 - Public, Review Status Unknown",Miner Slough near Sacramento River,Miner Slough nr SR,B9S81421400,CF0222B0305,2/17/2022 11:01,Total Phosphorus,7723-14-0,0.03,0.01,mg/L as P,EPA 365.4 [1]*,1 Meters,"Water, Natural",Normal Sample,0,"Sample not validated; difference between parent (CF0222B0306) and duplicate (CF0222B0308) samples for Dissolved Organic Nitrogen (EPA 351.2/EPA 350.1) exceeded the Relative Percent Difference standard.
CF0222B0306 = <0.1, CF02220308 = 0.16
All other analytes passed QC requirements and are considered validated.",,N
